x_cm,y_cm,heading_deg
4.267823606658801339e+01,8.824161998615268487e+01,2.447631707003785948e+02
4.259882727341111774e+01,8.807175861460640931e+01,2.451254256085308043e+02
4.250602802165059302e+01,8.786858461828867917e+01,2.457776935556586295e+02
4.241069133633688182e+01,8.765306177734089488e+01,2.464978316465206376e+02
4.232346423519917522e+01,8.744869106719046670e+01,2.472757916538484153e+02
4.223779101166353200e+01,8.723985030346885594e+01,2.481141646160168648e+02
4.215539141517307797e+01,8.703049930303079407e+01,2.489170912925328309e+02
4.207447954089656861e+01,8.681614155783196907e+01,2.497236902806903345e+02
4.199716163395564905e+01,8.660252193318625302e+01,2.504816775276549095e+02
4.192269456731489186e+01,8.638805976657268104e+01,2.512215532888950236e+02
4.187435865431033477e+01,8.624422577503443677e+01,2.516282433863694905e+02
4.182808085360425565e+01,8.610335473924413918e+01,2.519998301277567236e+02
4.178252308634694145e+01,8.596166695702821414e+01,2.523512021229476829e+02
4.173699124811149375e+01,8.581694316972165382e+01,2.527203971876532478e+02
4.169276634302065077e+01,8.567305856058700897e+01,2.531085475548637476e+02
4.164851275883268755e+01,8.552582391521366389e+01,2.534335726984554924e+02
4.160661359402679693e+01,8.538352137649789597e+01,2.537536441498095314e+02
4.156536040219344130e+01,8.524014407769821844e+01,2.541426865971839959e+02
4.150349865960610174e+01,8.502228739478059083e+01,2.541528715385920236e+02
4.144061601843518616e+01,8.480061851059336675e+01,2.541721564804923901e+02
4.137839765446355500e+01,8.458126903582088119e+01,2.541559230631113735e+02
4.131727218437531235e+01,8.436566115908863139e+01,2.541876970950509076e+02
4.125555160967173407e+01,8.414728249531341930e+01,2.542484320776016489e+02
4.119314534030037578e+01,8.392588737450027736e+01,2.542676841219866901e+02
4.113258692237805292e+01,8.371089942996127320e+01,2.542690798699325967e+02
4.107174180600346602e+01,8.349468480196307496e+01,2.542965769698668055e+02
4.099319066708225989e+01,8.321427766754290190e+01,2.544048558527815658e+02
4.091617071546333051e+01,8.293759803245787054e+01,2.544836827879452699e+02
4.083910926878738223e+01,8.265697541346794708e+01,2.548054930318874085e+02
4.076368355391102938e+01,8.237668052681128472e+01,2.550721282409769231e+02
4.068546216390890180e+01,8.208028163459823645e+01,2.553606068045783104e+02
4.061333551526065833e+01,8.180102834772760900e+01,2.556752284600585767e+02
4.054293619770315615e+01,8.152107611619413774e+01,2.560939027159971033e+02
4.047416497057403006e+01,8.123908046668084637e+01,2.564953201886129364e+02
4.042341046197506671e+01,8.102219067922976592e+01,2.571630447541803051e+02
4.037496572966048802e+01,8.080258284746861364e+01,2.579569214935034438e+02
4.033031735610820334e+01,8.058497807697055748e+01,2.588529175665527760e+02
4.028898408057789737e+01,8.036554739516381574e+01,2.598119230956596084e+02
4.025003986808562928e+01,8.013834800106313594e+01,2.607350046490960835e+02
3.760816265160855210e+01,7.494320622824893974e+01,2.654505562145886302e+02
3.759222957179333235e+01,7.472164896494285813e+01,2.663228629399118859e+02
3.757966753054434150e+01,7.449962638349340693e+01,2.672004501758132164e+02
3.597838711536850553e+01,7.120286274403400739e+01,2.697174700169619541e+02
3.533667210775976741e+01,6.991317752314972722e+01,2.703954021926852533e+02
3.499257596308792984e+01,6.918193102871575206e+01,2.706994973423257989e+02
3.478378708730514290e+01,6.869450148989159288e+01,2.709032671554965077e+02
3.465067313694210327e+01,6.833555174016827038e+01,2.710216506599412014e+02
3.465328986843350378e+01,6.818735690401980776e+01,2.710015249885848334e+02
3.465588364684165157e+01,6.803876895961830940e+01,2.709986031395259829e+02
3.453368238141102609e+01,6.771949541393530581e+01,2.710468567877753685e+02
3.443980639580293968e+01,6.730279752283561834e+01,2.711207963281340767e+02
3.436687410356805827e+01,6.691968165353434017e+01,2.711907762903329626e+02
3.431158043604344243e+01,6.656363565762606527e+01,2.712332681718472145e+02
3.427097297084829108e+01,6.623087908484920661e+01,2.712642046623136594e+02
3.427751966504322922e+01,6.593941886676982733e+01,2.713092846885325571e+02
3.428425789009285296e+01,6.565094413211986080e+01,2.713668711031921816e+02
3.429115986814414896e+01,6.536206203526823799e+01,2.713704324344607812e+02
3.409664238820769810e+01,6.487239335361300618e+01,2.714378158085808650e+02
3.394218989855378510e+01,6.443566838717627832e+01,2.715277537408056219e+02
3.381996462522977964e+01,6.403494099133328632e+01,2.715919576925869592e+02
3.372299064335884111e+01,6.366831045528431332e+01,2.716574835750469674e+02
3.363935464736267278e+01,6.333023534194599335e+01,2.720110128263696083e+02
3.365060540349430340e+01,6.303889759709512930e+01,2.724120370245553886e+02
3.366365208847773971e+01,6.274853922484343371e+01,2.727334493163277216e+02
3.367136691619057842e+01,6.245462619739696208e+01,2.731040092821601775e+02
3.368105640032320025e+01,6.217214846045467169e+01,2.733997219795534193e+02
3.368735334909521839e+01,6.195939411984576850e+01,2.737752420394783712e+02
3.369476800333680444e+01,6.174231950749493336e+01,2.741459716141071681e+02
3.370227797870803244e+01,6.153818019981456899e+01,2.744606191386878891e+02
3.372054532563795703e+01,6.131429852118044721e+01,2.748686697556984768e+02
3.374024303243609779e+01,6.109140433378740909e+01,2.752318283810716935e+02
3.373029119270380249e+01,6.078934026608204988e+01,2.755756100311779164e+02
3.371731768020583075e+01,6.050893854549595119e+01,2.760030431935404067e+02
3.370474315170439183e+01,6.024202107239695891e+01,2.763260236529574740e+02
3.370107084844549661e+01,5.998750958164819025e+01,2.762466629191132483e+02
3.372505424770808702e+01,5.976370585296044879e+01,2.759865858614970762e+02
3.374866420061999861e+01,5.953556724918477272e+01,2.758303716958959626e+02
3.377190087868937241e+01,5.931145337870892575e+01,2.760084616123946262e+02
3.367950233109661440e+01,5.903204685300243426e+01,2.755363523775261569e+02
3.360754323428218271e+01,5.876482104553197416e+01,2.751413036262325136e+02
3.355509557742348647e+01,5.850778035744784233e+01,2.746617400411348058e+02
3.351954654826552371e+01,5.825675760380397605e+01,2.742052401060292368e+02
3.349382046250143929e+01,5.802001142795118227e+01,2.740161305781632564e+02
3.350979724388636782e+01,5.779512937655476890e+01,2.741113891349982623e+02
3.344882664571981223e+01,5.752263281735818623e+01,2.745683762890520825e+02
3.339584232743629144e+01,5.725681616195126367e+01,2.746210989634477073e+02
3.334666617706476899e+01,5.700147619306100211e+01,2.749520626953339502e+02
3.330152962713913212e+01,5.674940772165647473e+01,2.753452163129756514e+02
3.325933329766851188e+01,5.650765200471580130e+01,2.757540303106445663e+02
3.328260187339003551e+01,5.628340105460994636e+01,2.760937437408382493e+02
3.330664203674176349e+01,5.606009150268135244e+01,2.761951665507621669e+02
3.322719998277619169e+01,5.576527011737810113e+01,2.760152762347412363e+02
3.316123702896965142e+01,5.548365974579657234e+01,2.756976037858444784e+02
3.310014070491670424e+01,5.521251882617134044e+01,2.759104442597083562e+02
3.305334810826357028e+01,5.494980952090401161e+01,2.754387472674853257e+02
3.301743265273999128e+01,5.469554518751506578e+01,2.750250471072089340e+02
3.303624754033132405e+01,5.446797050620495639e+01,2.744273884563136221e+02
3.305290972173124686e+01,5.424120905297366591e+01,2.739775680552237986e+02
3.306823608872464604e+01,5.401618497362012050e+01,2.738152160288393020e+02
3.299185225856126635e+01,5.372394989370487650e+01,2.739367544997401751e+02
3.291999044382674811e+01,5.344189761556465612e+01,2.742372747831765309e+02
3.285805696773767437e+01,5.316329155382371141e+01,2.741142658927719822e+02
3.279807504378453586e+01,5.289443932051235464e+01,2.744984359766487501e+02
3.274064136657133872e+01,5.263698293052424759e+01,2.748755882514431050e+02
3.276063292498710666e+01,5.241282025336281691e+01,2.753170946535583425e+02
3.278222254090145782e+01,5.218958608666191168e+01,2.757310231247838601e+02
3.275570805894197690e+01,5.193483359864732307e+01,2.758624634013741570e+02
3.273184325409792450e+01,5.168373926475169355e+01,2.757139048168211843e+02
3.270999304764672644e+01,5.143632739665454068e+01,2.755458281088583590e+02
3.269068336868445357e+01,5.118224173419942247e+01,2.756967074629237118e+02
3.267570297595504059e+01,5.091873139107470791e+01,2.750996375365052700e+02
3.269523052160862875e+01,5.068986716651333779e+01,2.746541161041567989e+02
3.271246951486465093e+01,5.046792612093734220e+01,2.742288044579987059e+02
3.272815175794862341e+01,5.024537883128810023e+01,2.738327946560893906e+02
3.274267580180976722e+01,5.002271062821564129e+01,2.736311290521762771e+02
3.275721770577248293e+01,4.979787030125953606e+01,2.737699531344495654e+02
3.266910282157775214e+01,4.950637112342106150e+01,2.741118150180680004e+02
3.259171401378395672e+01,4.922360501587338177e+01,2.738846376147179171e+02
3.251819719911590312e+01,4.894836510765011184e+01,2.740945260288357872e+02
3.244911273039782884e+01,4.867225518058265976e+01,2.743555469871256491e+02
3.238390495767276178e+01,4.840997364963421745e+01,2.745402678256152171e+02
3.233049139518159620e+01,4.813226950419716843e+01,2.747685532854447956e+02
3.228014551066821269e+01,4.786342011607678160e+01,2.749749335414169877e+02
3.223739583209621173e+01,4.759262779695222889e+01,2.747768091280664180e+02
3.219788018105386840e+01,4.733580881524821393e+01,2.747547144977980338e+02
3.221684465045659351e+01,4.710789364958132097e+01,2.747583577214783190e+02
3.216165058438683388e+01,4.682240481903846074e+01,2.746657896357970685e+02
3.211134990310055315e+01,4.654053726958871096e+01,2.746401256179113375e+02
3.206585935513815855e+01,4.626726635045027081e+01,2.745464277871191143e+02
3.202526404939352034e+01,4.599202482402950665e+01,2.744850130991862329e+02
3.199391960850477901e+01,4.566134770825494371e+01,2.744039893020242289e+02
3.194641124306551561e+01,4.530663396744323279e+01,2.744011026112598870e+02
3.190281762793402009e+01,4.496199669069730476e+01,2.744044169753835831e+02
3.186431530817961288e+01,4.461387058668036332e+01,2.743526550813201652e+02
3.182897354318507155e+01,4.428247017315073464e+01,2.742834973552294855e+02
3.177814244203444360e+01,4.392113457689308120e+01,2.742006620959582506e+02
3.173126838320299825e+01,4.356946306578375072e+01,2.741394071826837830e+02
3.168824548721997303e+01,4.322395889467102137e+01,2.740946808737423339e+02
3.164873630763730006e+01,4.288506113699848754e+01,2.740597939112695940e+02
3.161307857418594836e+01,4.254320913835712759e+01,2.740460190205880053e+02
3.163564831053020043e+01,4.222753012200285383e+01,2.741328837479248364e+02
3.158563303716897508e+01,4.187052153136390586e+01,2.741404988346232017e+02
3.153893970479212783e+01,4.152440407972063952e+01,2.741181828038061212e+02
3.149571395328425183e+01,4.118280482189585712e+01,2.740951923494979496e+02
3.145600223034048071e+01,4.083810167387048295e+01,2.741181160823125538e+02
3.141904233730923224e+01,4.050889163398131387e+01,2.740289790286910829e+02
3.137568002429367908e+01,4.017564192814733559e+01,2.739946564147247159e+02
3.133491377696249103e+01,3.984670779490382131e+01,2.739254009966039689e+02
3.129677182472138597e+01,3.951708153763004105e+01,2.738960150742672681e+02
3.126105796694530525e+01,3.918961866042940301e+01,2.738569859445935890e+02
3.122738647519889810e+01,3.886686584754482254e+01,2.738409753881616666e+02
3.118063217099268059e+01,3.853177604181533411e+01,2.738149572291325171e+02
3.113641815986571615e+01,3.819917146343935599e+01,2.737603210578006383e+02
3.109463721594613617e+01,3.786728349711837183e+01,2.737178435511743828e+02
3.105503501563102020e+01,3.754000602153195842e+01,2.736428060423670559e+02
3.101753766809128976e+01,3.721434574933700645e+01,2.735954232636228767e+02
3.103577525186529584e+01,3.692424259566647748e+01,2.735990056858948378e+02
3.098694006264391732e+01,3.658951311425054342e+01,2.736247086828894908e+02
3.094060151915700629e+01,3.625381463676905014e+01,2.736324546661191448e+02
3.089610178597670043e+01,3.592601224494864454e+01,2.736170879592444294e+02
3.085389584828354259e+01,3.559345601228369560e+01,2.736691880519563824e+02
3.081345189481852032e+01,3.527084074557983939e+01,2.736043259082515533e+02
3.083189368322299373e+01,3.497936843001865270e+01,2.736363619618089729e+02
3.080536262428939054e+01,3.465705332508569114e+01,2.736433893564098412e+02
3.077960642405929903e+01,3.434030575091093596e+01,2.736296173998330232e+02
3.075485088153024904e+01,3.402446076144516951e+01,2.736922028597282974e+02
3.073135499405718818e+01,3.370702630381019560e+01,2.736448892700304327e+02
3.070858432361016099e+01,3.339151119833322667e+01,2.736488720873368266e+02
3.072722084353197758e+01,3.309853073288721959e+01,2.736305022239614004e+02
3.074556435981840963e+01,3.280956737354550512e+01,2.736340707091445665e+02
3.076383903874367221e+01,3.251900215647516745e+01,2.735635193295938166e+02
3.073382290468905609e+01,3.220095455545507690e+01,2.736333206497873789e+02
3.070572140982297782e+01,3.187002882715513508e+01,2.736283779879656208e+02
3.067749211287252464e+01,3.155489273020932117e+01,2.739719563331444760e+02
3.069853096900569511e+01,3.126376167925169369e+01,2.742947386645849406e+02
3.072115265527757799e+01,3.097649421927859237e+01,2.747105129852881191e+02
3.074650947597839235e+01,3.067604706165262485e+01,2.749377994768007625e+02
3.077223710470639517e+01,3.038747508678047637e+01,2.752516683251060954e+02
3.079379612852108394e+01,3.015819416368135819e+01,2.754916575314738338e+02
3.081649445559427036e+01,2.993396881462883741e+01,2.760690612431844215e+02
3.084156179489650640e+01,2.971212801282602456e+01,2.768247463748003838e+02
3.086940962536448652e+01,2.949072419092831865e+01,2.775131097961415776e+02
3.090022042074491537e+01,2.926868543618482477e+01,2.782870786008174946e+02
3.093388617028903909e+01,2.904751409028576248e+01,2.790226841524942643e+02
3.097109964063676557e+01,2.882250656656128740e+01,2.797593298061265159e+02
3.101169819493205893e+01,2.859586403104433217e+01,2.805520747660036136e+02
3.105452641483042697e+01,2.837437041773888069e+01,2.813353488477785618e+02
3.108477727109412925e+01,2.822823838990862910e+01,2.820559048045046211e+02
3.111687515356519640e+01,2.808265044446313041e+01,2.828103799958653326e+02
3.115222486341682639e+01,2.793171416614587699e+01,2.835521433595079657e+02
3.118804712070991414e+01,2.778728483128296745e+01,2.843073674993563031e+02
3.122578888219336335e+01,2.764306407527644183e+01,2.850228572544897361e+02
3.126531222846490365e+01,2.749935294613003123e+01,2.857317103489513102e+02
3.130799993245042856e+01,2.735180571276686123e+01,2.865402431232411686e+02
3.135185616890576554e+01,2.720759437867119601e+01,2.872899316951049400e+02
3.139677776194240622e+01,2.706527795328530672e+01,2.877462417039222373e+02
3.144423440654876956e+01,2.691861582125498131e+01,2.881146416942304995e+02
3.149180058257865866e+01,2.677454118547758100e+01,2.884265916077781640e+02
3.153961534264980671e+01,2.663207373202198980e+01,2.886788529883224328e+02
3.158805587521877101e+01,2.649044227623920023e+01,2.890843879322302996e+02
3.163749264355164570e+01,2.634895815426342480e+01,2.894360410366172687e+02
3.168757101273642718e+01,2.620854917537025486e+01,2.898226018363548064e+02
3.173945756178173383e+01,2.606629959986550915e+01,2.902570030751276704e+02
3.182270136234128088e+01,2.584355208909326862e+01,2.907258079890663112e+02
3.190346589245195474e+01,2.563309764822421499e+01,2.912640545474518490e+02
3.198605057110695427e+01,2.542432191868361357e+01,2.919001261879153049e+02
3.207055124987017081e+01,2.521772823069375491e+01,2.925908312674409899e+02
3.215788494039876610e+01,2.501088379988832955e+01,2.931899783236391386e+02
3.224950891988154922e+01,2.480032756792670057e+01,2.938427541749859984e+02
3.234129829372842835e+01,2.459559623013239005e+01,2.944545081250544172e+02
3.243764546815361882e+01,2.438655420269713403e+01,2.950353102344937497e+02
3.252315691606607118e+01,2.420665034959126771e+01,2.958098065181399647e+02
3.261346489473078947e+01,2.402355838734877480e+01,2.966987591146976797e+02
3.270463602434083583e+01,2.384557294134787853e+01,2.975478525280107078e+02
3.279806206169438099e+01,2.366964740904981213e+01,2.983936189699919055e+02
3.289494551441747205e+01,2.349365854801582998e+01,2.992727401883155949e+02
3.299653159824638493e+01,2.331567964911995361e+01,3.001606344825722203e+02
3.309801385632520265e+01,2.314401739067582042e+01,3.010203136921162468e+02
3.320311011423889624e+01,2.297223840946916695e+01,3.018971871538831238e+02
3.328223190233181583e+01,2.284621749953614156e+01,3.023478397132421946e+02
3.336386530463677502e+01,2.271820133359648608e+01,3.027018805248315516e+02
3.344499191703347662e+01,2.259270998639052408e+01,3.030611738930047636e+02
3.352680829300236098e+01,2.246791052086639340e+01,3.034351406151492370e+02
3.360948914672854215e+01,2.234365170868797890e+01,3.038438341367984776e+02
3.369469229774789909e+01,2.221755974354747210e+01,3.042517075703020168e+02
3.377989258611170698e+01,2.209330104598161171e+01,3.046227108385510860e+02
3.386532371272215158e+01,2.197028986642656534e+01,3.049371602616055270e+02
3.399451214547159594e+01,2.178659812024822173e+01,3.052994570388068496e+02
3.412905850751462111e+01,2.159782194375565822e+01,3.056577337730057593e+02
3.426395332126583781e+01,2.141135889515203772e+01,3.061092238735176352e+02
3.439755964396942289e+01,2.122960608758349466e+01,3.065299205408687726e+02
3.453080288142817977e+01,2.105108446976404224e+01,3.069432151841111818e+02
3.467134467891917637e+01,2.086533534668636847e+01,3.072806570268829773e+02
3.480691518599569889e+01,2.068858219172948409e+01,3.076960969752468600e+02
3.494691778478310340e+01,2.050879649520897630e+01,3.081210665352793399e+02
3.508748725069883534e+01,2.033159418952912034e+01,3.087268357046450546e+02
3.522855455283305304e+01,2.015808390131653383e+01,3.094967528290791847e+02
3.537234216640567297e+01,1.998614866725972661e+01,3.103140111823119582e+02
3.551770248118146611e+01,1.981720225215492803e+01,3.111029344243033279e+02
3.566555465582134588e+01,1.965021800939425844e+01,3.119420860944690048e+02
3.581822192303379637e+01,1.948275693790455776e+01,3.127661615984608261e+02
3.597141828733924740e+01,1.931953441926208725e+01,3.136040664820463917e+02
3.612682365279239605e+01,1.915880672969868925e+01,3.144668856230773031e+02
3.625160349738185062e+01,1.903377983096790871e+01,3.154197855307443206e+02
3.635869882611402915e+01,1.892979438419625637e+01,3.162683854542036102e+02
3.646705792378195810e+01,1.882765214981168356e+01,3.171149329827744623e+02
3.658641502262122458e+01,1.871855795651591592e+01,3.180294991136051408e+02
3.669874222259990404e+01,1.861893851823251467e+01,3.188328933752221701e+02
3.681176373573142513e+01,1.852153603741837884e+01,3.196572651236445495e+02
3.692726585006660400e+01,1.842498533328080867e+01,3.205567812793672715e+02
3.704722565698587289e+01,1.832780912350052915e+01,3.214232174080598838e+02
3.716569120452634678e+01,1.823478334446644666e+01,3.222948086806345600e+02
3.728425374976519890e+01,1.814455806244220071e+01,3.231634204700208102e+02
3.740572556386559455e+01,1.805493375376178022e+01,3.239952984292239648e+02
3.754787159384845552e+01,1.795349183767748968e+01,3.249779168656892239e+02
3.767506645101799023e+01,1.786591864505095728e+01,3.259275457862747203e+02
3.780208434998905886e+01,1.778131245411450578e+01,3.267375557596445788e+02
3.792992796778761999e+01,1.769870997601925211e+01,3.275277215042061130e+02
3.809136048693336818e+01,1.759760059850718150e+01,3.283523142222011302e+02
3.825635492508177293e+01,1.749645744561880178e+01,3.286303027238720915e+02
3.841916432912810819e+01,1.739879533934437461e+01,3.294543656179208142e+02
3.858413756219309931e+01,1.730303764330057348e+01,3.302801181491351485e+02
3.874902318613761310e+01,1.721043108979602110e+01,3.310791629615414990e+02
3.891581949225206216e+01,1.711997819429786816e+01,3.319792768138295855e+02
3.908768807789451216e+01,1.703025134868972046e+01,3.328856092558891078e+02
3.925882345674580165e+01,1.694413071652415681e+01,3.336884727812934557e+02
3.942796557059634210e+01,1.686190438488442567e+01,3.344592742914480823e+02
3.959808804654087311e+01,1.678139200290321043e+01,3.348879624153823329e+02
3.977319183036185990e+01,1.670018586053850740e+01,3.353520630282134221e+02
3.994396290712283815e+01,1.662250412640480235e+01,3.357274887289775052e+02
4.011580508782838450e+01,1.654594926322122461e+01,3.362470278275007445e+02
4.028887773540409967e+01,1.647063280416941211e+01,3.367182696924675156e+02
4.046744978088481304e+01,1.639473333729617011e+01,3.372272962249947454e+02
4.064132432671579664e+01,1.632243544033373439e+01,3.376171376814068594e+02
4.085006710642961281e+01,1.623756874287087726e+01,3.381333680378039048e+02
4.105832385810030871e+01,1.615501264630011491e+01,3.386183991199506522e+02
4.127175637406359243e+01,1.607237346131347522e+01,3.390496744873006492e+02
4.148019850757291493e+01,1.599346892305580958e+01,3.394825974883390813e+02
4.169048915064327332e+01,1.591564989732673396e+01,3.399029490526021391e+02
4.190320378466806517e+01,1.583866064576674937e+01,3.403029433176983503e+02
4.211554455784563800e+01,1.576343467570423229e+01,3.406816365381956757e+02
4.233059241458848732e+01,1.568894648333840003e+01,3.411082788166279443e+02
4.254758795648104552e+01,1.561530458167335667e+01,3.414003201268798762e+02
4.276039247542420441e+01,1.554507979019622255e+01,3.420742397999346736e+02
4.297643644146137376e+01,1.547709446963874491e+01,3.429899757009381460e+02
4.319265009586567317e+01,1.541276459638898189e+01,3.438714681887549887e+02
4.342759176477756000e+01,1.534682393157534364e+01,3.447730435171956174e+02
4.364838681318897073e+01,1.528873014496190841e+01,3.457447688917691266e+02
4.395223084707558314e+01,1.533193727758996339e+01,3.469857086542375555e+02
4.416975120190123505e+01,1.528334853853039377e+01,3.478307593725236302e+02
4.431586872393494048e+01,1.525292035872324803e+01,3.486424119113083862e+02
4.446553524021469173e+01,1.522287757752103943e+01,3.486571370437928294e+02
4.461235719953108969e+01,1.519346494272861392e+01,3.486867958479430740e+02
4.475880976757446916e+01,1.516423385678405999e+01,3.487380533383092143e+02
4.490503798468512997e+01,1.513508295402757220e+01,3.487134784884526653e+02
4.505263419205592612e+01,1.510564294518175821e+01,3.487258117668482100e+02
4.520370951450411212e+01,1.507557690177430842e+01,3.487630298398818809e+02
4.535084671405315504e+01,1.504637230712313745e+01,3.487840321412362528e+02
4.563485560080632553e+01,1.499010306570106721e+01,3.488027800456281966e+02
4.591830496254855376e+01,1.493416887504595536e+01,3.488712583132775649e+02
4.620594101718715052e+01,1.487779106468804358e+01,3.489495118519063794e+02
4.648936848075905459e+01,1.482180348079438659e+01,3.487020676313610466e+02
4.682164574908632915e+01,1.475627394990961960e+01,3.489852702278669199e+02
4.710578586324947281e+01,1.470187889009340232e+01,3.493398567936779955e+02
4.738987774083386739e+01,1.464937884973567783e+01,3.497199216675653020e+02
4.767459660116140441e+01,1.459855375729541471e+01,3.500375845789011464e+02
4.789387709425262329e+01,1.456080412368631372e+01,3.504267063641061100e+02
4.811294720008383763e+01,1.452444198615206972e+01,3.507247686172451608e+02
4.833874599061472566e+01,1.448830769085487091e+01,3.510914667188431508e+02
4.855883511261338725e+01,1.445466384413398764e+01,3.515260964178724521e+02
4.878153200030726566e+01,1.442220617124866955e+01,3.518891649771948096e+02
4.900157751871965672e+01,1.439164952646702567e+01,3.522991830899043748e+02
4.922663158760988722e+01,1.436198056743430662e+01,3.526807830264039580e+02
4.945031916538531647e+01,1.433391006866986572e+01,3.530139295198931109e+02
4.976281762938045006e+01,1.447140665393978054e+01,3.538835890197054823e+02
4.998461475460418768e+01,1.444827563802830639e+01,3.542088092244581503e+02
5.020841406038528731e+01,1.442637053096435196e+01,3.546107706002227360e+02
5.043319548883346215e+01,1.440599350120350941e+01,3.550295185655001546e+02
5.065498867955185602e+01,1.438746727482950227e+01,3.554208990016953180e+02
5.087978758087384534e+01,1.437025836587176286e+01,3.558239112045065440e+02
5.119931337595408394e+01,1.452746229427257951e+01,3.567772044441480830e+02
5.159230692371353655e+01,1.480893836742138348e+01,3.580109947780004518e+02
5.198172750576659240e+01,1.508728672187938002e+01,3.592244468227296466e+02
5.234757097033018169e+01,1.531936738543676668e+01,3.601539569910891032e+02
5.269805011533333783e+01,1.551303935609766782e+01,3.610663239420350124e+02
5.303458302280152736e+01,1.567677984826371862e+01,3.618614955279928722e+02
5.335917909981825602e+01,1.581650512746857196e+01,3.625709334295719373e+02
5.358472726668446739e+01,1.582737701558106380e+01,3.629483447848826358e+02
5.398833529584769764e+01,1.606612098249825138e+01,3.638781306352127558e+02
5.437186645122532980e+01,1.626199376952332187e+01,3.647344403990305750e+02
5.473817457846489276e+01,1.642514488692149399e+01,3.654806979221863230e+02
5.509409118513853798e+01,1.657302668780439703e+01,3.656520780384687441e+02
5.543335957754593579e+01,1.670446764126817385e+01,3.659235480398572236e+02
5.565576777598800362e+01,1.672761437191954670e+01,3.659595812884182351e+02
5.587846289833301228e+01,1.675086024119891448e+01,3.659588128719658471e+02
5.624524555198175335e+01,1.687656487412928286e+01,3.661858374883110514e+02
5.659782992687126324e+01,1.698975971233830151e+01,3.664316426470139731e+02
5.693902091715661840e+01,1.709356214406103902e+01,3.666001438046392877e+02
5.727566622238968819e+01,1.719079290347789879e+01,3.666987664763236126e+02
5.756345342438418555e+01,1.722475768164004251e+01,3.667631098653733943e+02
5.785476859670131944e+01,1.725939898711189713e+01,3.667996844106484104e+02
5.827910668832168994e+01,1.735383125724045073e+01,3.669988705466994361e+02
5.869037202365545625e+01,1.744218820693034999e+01,3.671211689641641556e+02
5.909179571175759804e+01,1.752461304954486820e+01,3.672908247195816216e+02
5.948760813391391622e+01,1.760348313260350395e+01,3.673695688544603399e+02
5.986836488683084667e+01,1.767795076218712325e+01,3.674287492557775181e+02
6.015691660900743187e+01,1.771543840894013755e+01,3.673756721392976488e+02
6.051836052237574393e+01,1.776986155667515632e+01,3.674205516839467123e+02
6.093189764656467844e+01,1.783949227816578542e+01,3.674845763759513488e+02
6.133332175901445993e+01,1.790541054303266577e+01,3.675755344901325543e+02
6.174932813871737380e+01,1.797166067147745139e+01,3.676483093772377515e+02
6.213530750887893817e+01,1.803291361543270455e+01,3.676762540223491555e+02
6.242362864296587333e+01,1.807182833614245965e+01,3.676972720189267534e+02
6.282620452973379344e+01,1.812565973832447952e+01,3.677139920157828783e+02
6.322407179243241870e+01,1.817833090211407665e+01,3.677282960303755317e+02
6.361092889796389471e+01,1.822762680683895908e+01,3.678865953720103334e+02
6.402898757790345030e+01,1.828086729962397428e+01,3.679440381184590478e+02
6.440246085614660387e+01,1.832555444347428519e+01,3.681954481346112971e+02
6.468718863391286789e+01,1.836754936849180808e+01,3.685848518080145482e+02
6.506989244200956080e+01,1.842539630773638137e+01,3.688991579677957020e+02
6.544558083793185688e+01,1.847941752003947968e+01,3.692574819800580030e+02
6.581466640878538499e+01,1.853032589058781454e+01,3.695838191631659129e+02
6.618940117617438545e+01,1.857975554822600728e+01,3.699786268755592005e+02
6.648137744522577464e+01,1.861878226262935243e+01,3.696690402639043782e+02
6.670128546652533430e+01,1.865647840153170378e+01,3.697849125404656547e+02
6.692070775963350115e+01,1.869398260560536329e+01,3.696139024600607286e+02
6.719202580399444003e+01,1.872094736403899873e+01,3.691710812011457961e+02
6.745896919731383434e+01,1.874837787200719674e+01,3.688467399816598231e+02
6.772411692363155566e+01,1.877680283216666268e+01,3.685329374558047562e+02
6.798805962308840378e+01,1.880702556489159605e+01,3.680733553238249556e+02
6.820909084319147553e+01,1.883755245218438645e+01,3.676535309130406972e+02
6.843212848225829248e+01,1.886814904124120673e+01,3.679687757597119457e+02
6.870672518251666361e+01,1.888650711464142162e+01,3.678970872664610283e+02
6.897824112780502048e+01,1.890519260646906474e+01,3.677903006902266156e+02
6.924650300563558858e+01,1.892233538909130530e+01,3.680175892423703203e+02
6.951883260563522526e+01,1.893916596837729927e+01,3.683425603625672125e+02
6.978228945576326225e+01,1.895412389321402458e+01,3.686582702640450862e+02
7.000303726018935890e+01,1.898846206719393237e+01,3.690251696140617810e+02
7.022552785268054265e+01,1.902477355067770759e+01,3.695132557367879258e+02
7.050391054465372065e+01,1.904964725923650803e+01,3.694485729401471303e+02
7.077572802749935477e+01,1.907398662192624883e+01,3.693808243028091738e+02
7.104505617214327629e+01,1.909809871304259588e+01,3.693819730462952293e+02
7.131255413028002010e+01,1.912193585440815013e+01,3.694404998469249790e+02
7.157823822293420335e+01,1.914601842699779510e+01,3.694182016242218083e+02
7.185860714947817485e+01,1.916864278498352192e+01,3.693410154768391180e+02
7.213201007899193939e+01,1.919055345395156564e+01,3.692930515210401836e+02
7.240338034845942161e+01,1.921242448423318905e+01,3.692837509855168605e+02
7.274109334738963639e+01,1.924525437773064596e+01,3.693197321185289752e+02
